27, 6, 3;22700.000000
28, 6, 3;22725.000000
29, 6, 3;22750.000000
30, 6, 3;22775.000000
25, 7, 3;23400.000000
26, 7, 3;23425.000000
27, 7, 3;23450.000000
28, 7, 3;23475.000000
29, 7, 3;23500.000000
30, 7, 3;23525.000000
31, 7, 3;23550.000000
25, 8, 3;24175.000000
26, 8, 3;24200.000000
27, 8, 3;24225.000000
28, 8, 3;24250.000000
29, 8, 3;24275.000000
30, 8, 3;24300.000000
31, 8, 3;24325.000000
24, 9, 3;24925.000000
25, 9, 3;24950.000000
26, 9, 3;24975.000000
27, 9, 3;25000.000000
28, 9, 3;25025.000000
29, 9, 3;25050.000000
30, 9, 3;25075.000000
25, 10, 3;25700.000000
26, 10, 3;25725.000000
27, 10, 3;25750.000000
28, 10, 3;25775.000000
29, 10, 3;25800.000000
30, 10, 3;25825.000000
31, 10, 3;25850.000000
24, 11, 3;26450.000000
25, 11, 3;26475.000000
26, 11, 3;26500.000000
27, 11, 3;26525.000000
28, 11, 3;26550.000000
29, 11, 3;26575.000000
30, 11, 3;26600.000000
25, 12, 3;27225.000000
26, 12, 3;27250.000000
27, 12, 3;27275.000000
28, 12, 3;27300.000000
29, 12, 3;27325.000000
30, 12, 3;27350.000000
31, 12, 3;27375.000000
25, 1, 4;28000.000000
26, 1, 4;28025.000000
27, 1, 4;28050.000000
28, 1, 4;28075.000000
29, 1, 4;28100.000000
30, 1, 4;28125.000000
31, 1, 4;28150.000000
23, 2, 4;28725.000000
24, 2, 4;28750.000000
25, 2, 4;28775.000000
26, 2, 4;28800.000000
27, 2, 4;28825.000000
28, 2, 4;28850.000000
29, 2, 4;28875.000000
25, 3, 4;29500.000000
26, 3, 4;29525.000000
27, 3, 4;29550.000000
28, 3, 4;29575.000000
29, 3, 4;29600.000000
30, 3, 4;29625.000000
31, 3, 4;29650.000000
24, 4, 4;30250.000000
25, 4, 4;30275.000000
26, 4, 4;30300.000000
27, 4, 4;30325.000000
28, 4, 4;30350.000000
29, 4, 4;30375.000000
30, 4, 4;30400.000000
25, 5, 4;31025.000000
26, 5, 4;31050.000000
27, 5, 4;31075.000000
28, 5, 4;31100.000000
29, 5, 4;31125.000000
30, 5, 4;31150.000000
31, 5, 4;31175.000000
24, 6, 4;31775.000000
25, 6, 4;31800.000000
26, 6, 4;31825.000000
27, 6, 4;31850.000000
28, 6, 4;31875.000000
29, 6, 4;31900.000000
30, 6, 4;31925.000000
25, 7, 4;32550.000000
26, 7, 4;32575.000000
27, 7, 4;32600.000000
28, 7, 4;32625.000000
29, 7, 4;32650.000000
30, 7, 4;32675.000000
31, 7, 4;32700.000000
25, 8, 4;33325.000000
26, 8, 4;33350.000000
27, 8, 4;33375.000000
28, 8, 4;33400.000000
29, 8, 4;33425.000000
30, 8, 4;33450.000000
31, 8, 4;33475.000000
24, 9, 4;34075.000000
25, 9, 4;34100.000000
26, 9, 4;34125.000000
27, 9, 4;34150.000000
28, 9, 4;34175.000000
29, 9, 4;34200.000000
30, 9, 4;34225.000000
25, 10, 4;34850.000000
26, 10, 4;34875.000000
27, 10, 4;34900.000000
28, 10, 4;34925.000000
29, 10, 4;34950.000000
30, 10, 4;34975.000000
31, 10, 4;35000.000000
24, 11, 4;35600.000000
25, 11, 4;35625.000000
26, 11, 4;35650.000000
27, 11, 4;35675.000000
28, 11, 4;35700.000000
29, 11, 4;35725.000000
30, 11, 4;35750.000000
25, 12, 4;36375.000000
26, 12, 4;36400.000000
27, 12, 4;36425.000000
28, 12, 4;36450.000000
29, 12, 4;36475.000000
30, 12, 4;36500.000000
31, 12, 4;36525.000000
25, 1, 5;37150.000000
26, 1, 5;37175.000000
27, 1, 5;37200.000000
28, 1, 5;37225.000000
29, 1, 5;37250.000000
30, 1, 5;37275.000000
31, 1, 5;37300.000000
22, 2, 5;37850.000000
23, 2, 5;37875.000000
24, 2, 5;37900.000000
25, 2, 5;37925.000000
26, 2, 5;37950.000000
27, 2, 5;37975.000000
28, 2, 5;38000.000000
25, 3, 5;38625.000000
26, 3, 5;38650.000000
27, 3, 5;38675.000000
28, 3, 5;38700.000000
29, 3, 5;38725.000000
30, 3, 5;38750.000000
31, 3, 5;38775.000000
24, 4, 5;39375.000000
25, 4, 5;39400.000000
26, 4, 5;39425.000000
27, 4, 5;39450.000000
28, 4, 5;39475.000000
29, 4, 5;39500.000000
30, 4, 5;39525.000000
25, 5, 5;40150.000000
26, 5, 5;40175.000000
27, 5, 5;40200.000000
28, 5, 5;40225.000000
29, 5, 5;40250.000000
30, 5, 5;40275.000000
31, 5, 5;40300.000000
24, 6, 5;40900.000000
25, 6, 5;40925.000000
